,User ID,Idade Cliente,Genero,UF,Categoria Produto,Tempo_Site,Paginas_Visitadas,Valor_Carrinho,Frete,Usou Cupom,Comprou,Status Pedido,Qtd Itens
1113,1920.0,22,f,RJ,roupas ,-5,5,300.0,,Sim ,sim,cancelado,10
1114,1721.0, 35 ,, sp ,ELETRONICOS,5,5,0,20,não,sim,pago,3
1115,1015.0,trinta,Feminino,XX,casa,5,2,R$400,,sim,sim,PAGO,4
1116,1492.0,trinta,M, sp ,roupas ,0,5,50,R$ 30,,sim,,1
1117,1893.0,18,Masculino, sp ,mercado,,100,150,,SIM,1,,0
1118,1310.0,18,  M,CE,mercado,10,5,R$ 400,gratis,sim,0,pendente,1
1119,1738.0,25,Feminino,RJ,Roup@,999,2,,0,SIM,cancelado,cancelado,3
1120,1545.0,25,,XX,eletronicos,25,8,100,20,Sim ,0,cancelado,
1121,1413.0,18,,PE,casa,0,6,R$400,R$ 30,sim,cancelado,pendente,0
1122,1250.0,55,f,PE,Mercado,0,8,300.0,0,SIM,0,pendente,10
1123,1758.0,30,Masculino,XX,ELETRONICOS,10,0,300,,nao,1,cancelado,2
1124,2062.0,trinta,  M,,Roup@,25,5,100,0,não,0,,4
1125,1813.0,22,,SP,Roup@,2,2,100,gratis,SIM,sim,,0
1126,1028.0,trinta,Masculino,,eletronicos,5,8,300,gratis,nao,1,cancelado,2
1127,1957.0,35,,RJ,mercado,10,8,200,25.5,sim,cancelado,,
1128,1476.0,42,f, sp ,casa,15,0,quatrocentos,0,sim,nao,cancelado,2
1129,1317.0, 35 ,f,PE,roupas ,,8,200,20,Sim ,cancelado,pendente,10
1130,1244.0,30,,CE,,2,8,R$400,gratis,,nao,pendente,0
1131,1747.0,22,M,,,10,100,R$400,20,não,0,,10
1132,1696.0,35,, sp ,casa,10,0,300,0,SIM,sim,pago,3
1133,1271.0,25,Masculino,,casa,0,2,,gratis,sim,cancelado,,10
1134,1376.0,22,M,SP,ELETRONICOS,25,2,,25.5,SIM,1,,1
1135,1265.0,18,f,XX,roupas ,10,8,300.0,0,NAO,sim,,1
1136,1925.0,trinta,F, sp ,Casa,15,3,quatrocentos,20,,0,pago,10
1137,1920.0,22,f,SP,roupas ,-5,1,R$ 400,25.5,não,0,pendente,4
1138,1339.0,42,,SP,Roup@,10,100,R$400,0,não,0,cancelado,2
1139,1388.0,30,Masculino,PE,eletronicos,,3,300,gratis,nao,sim,cancelado,1
1140,1576.0,25,M,PE,casa,999,1,R$ 400,R$ 30,NAO,0,pago,
1141,1002.0,,  M,RJ,roupas ,5,6,50,0,não,0,,1
1142,1375.0, 35 ,M,,Roup@,25,4,quatrocentos,10,NAO,1,PAGO,0
1143,1323.0, 35 ,,XX,Eletronicos,15,1,R$ 400,20,SIM,nao,,10
1144,1145.0,22,m,SP,mercado,25,4,,gratis,,0,cancelado,3
1145,1292.0,30,m,RJ,eletronicos,10,0,50,gratis,NAO,nao,PAGO,10
1146,1431.0,trinta,Feminino,,,2,8,R$ 400,10,Sim ,0,,10
1147,1704.0,,Feminino,ce,Roupas,999,1,50,R$ 30,nao,cancelado,,3
1148,1948.0,35,Feminino,SP,,,100,100,25.5,NAO,0,pago,4
1149,1584.0,30,M,RJ,Mercado,999,6,300.0,gratis,SIM,1,,3
1150,1398.0,trinta,Masculino,,Roup@,15,2,,,não,1,pendente,1
1151,1816.0,35,Feminino,PE,casa,5,3,R$400,25.5,Sim ,cancelado,,0
1152,1963.0,30,,SP,eletronicos,15,8,100,25.5,NAO,sim,pago,3
1153,1186.0,30,M,SP,mercado,,3,200,25.5,,cancelado,pago,2
1154,1060.0,30,Masculino, sp ,roupas ,,3,R$400,R$ 30,,1,,2
1155,1938.0,trinta,m,,Eletronicos,25,5,300.0,0,nao,1,,2
1156,1709.0,42,F,XX,Roupas,25,3,50,10,,0,pago,3
1157,1806.0,22,,PE,mercado,10,3,200,20,nao,0,pendente,0
1158,1010.0,35,  M,SP,Eletronicos,0,5,200,10,SIM,nao,PAGO,3
1159,2085.0,42,  M,,,-5,5,R$400,gratis,Sim ,1,,1
1160,1225.0,35,Masculino,PE,,,100,50,10,Sim ,nao,pago,3
1161,1563.0,22,,,Mercado,-5,1,0,20,,1,,
1162,1771.0,55,Masculino,SP,eletronicos,10,1,50,0,Sim ,0,,
1163,1884.0,30,F,XX,Casa,-5,100,150,gratis,NAO,1,,10
1164,1225.0,30,m,ce,ELETRONICOS,2,5,0,0,SIM,sim,PAGO,2
1165,1824.0,55,f,SP,eletronicos,5,4,quatrocentos,gratis,SIM,1,pendente,2
1166,1217.0,55,Masculino, sp ,Roupas,15,2,300.0,20,SIM,1,,10
1167,1936.0, 35 ,m,XX,Casa,-5,100,50,0,,cancelado,pago,0
1168,1752.0,18,  M, sp ,Casa,,6,,20,,sim,PAGO,4
1169,1505.0,trinta,Masculino,RJ,Mercado,25,100,R$400,20,sim,sim,pendente,2
1170,1258.0,42,Masculino,,ELETRONICOS,999,5,300.0,R$ 30,não,sim,cancelado,2
1171,1053.0,42,Feminino,RJ,Casa,-5,4,300.0,10,SIM,nao,pago,4
1172,2070.0,42,  M,ce,Roup@,25,8,0,gratis,sim,0,,3
1173,1726.0,42,,,mercado,10,5,R$400,25.5,sim,cancelado,,2
1174,1688.0,trinta,,ce,Casa,10,0,quatrocentos,25.5,Sim ,1,pendente,0
1175,2043.0,55,f,XX,Casa,0,0,R$400,0,não,sim,PAGO,
1176,1418.0,trinta,Masculino,XX,mercado,15,2,50,20,Sim ,sim,,3
1177,1689.0,42,Masculino,ce,roupas ,10,5,quatrocentos,10,não,0,,3
1178,1849.0,18,,SP,Mercado,15,0,R$400,gratis,,1,PAGO,2
1179,1061.0,25,,ce,Casa,10,3,300,0,Sim ,1,pago,0
1180,1215.0,22,  M,XX,Casa,0,8,50,20,nao,1,,3
1181,1002.0,42,Masculino,XX,ELETRONICOS,-5,3,R$ 400,R$ 30,,1,pendente,0
1182,1159.0,30,m,PE,Eletronicos,15,6,100,25.5,,sim,pendente,3
1183,1780.0,25,M,CE,roupas ,10,2,100,25.5,NAO,nao,PAGO,10
1184,1892.0,trinta,, sp ,casa,10,6,300.0,gratis,não,0,PAGO,2
1185,1328.0,30,Masculino,RJ,roupas ,10,6,quatrocentos,gratis,nao,1,,2
1186,1579.0,30,,ce,mercado,,0,300,gratis,sim,1,pago,10
1187,1951.0,35,f,PE,ELETRONICOS,10,5,300.0,0,sim,1,PAGO,
1188,1634.0,30,Masculino,SP,Mercado,10,1,300,gratis,não,nao,,10
1189,1987.0,42,f,XX,eletronicos,999,0,R$400,0,Sim ,1,pago,10
1190,1920.0,35,F,ce,ELETRONICOS,15,100,50,10,,0,pago,4
1191,1737.0, 35 ,M,XX,Roupas,-5,1,R$ 400,20,NAO,0,pago,1
1192,1169.0,55,,,mercado,10,5,,25.5,NAO,0,pendente,4
1193,1520.0,30,f,PE,Eletronicos,999,6,300,,SIM,1,pendente,0
1194,1039.0,18,Masculino,ce,,10,4,150,,não,sim,pago,0
1195,1954.0,,Feminino,,Roupas,25,2,300,0,NAO,0,pago,
1196,1983.0,22,,PE,Roupas,2,5,300,20,Sim ,0,pendente,2
1197,1974.0,30,,ce,Mercado,25,4,quatrocentos,R$ 30,Sim ,0,,1
1198,1037.0, 35 ,  M,ce,casa,0,8,100,gratis,sim,1,,4
1199,1327.0,30,f,,eletronicos,-5,6,R$ 400,25.5,NAO,0,cancelado,
1200,1913.0,trinta,Feminino,PE,Casa,5,3,200,R$ 30,NAO,sim,PAGO,
1201,1453.0,,f,PE,Roup@,5,100,,0,Sim ,nao,pago,1
1202,,trinta,  M,XX,Casa,,4,quatrocentos,gratis,sim,nao,pendente,2
1203,1972.0, 35 ,M,ce,,2,5,,20,NAO,nao,pago,
1204,1795.0,30,Masculino, sp ,Roupas,5,3,150,10,,1,pago,
1205,1972.0,trinta,f, sp ,roupas ,5,0,50,20,,nao,pago,3
1206,1592.0,trinta,  M, sp ,Roup@,-5,8,quatrocentos,0,Sim ,cancelado,pago,2
1207,2063.0,trinta,,ce,Mercado,0,8,0,10,sim,nao,,
1208,1223.0, 35 ,Masculino,ce,eletronicos,,0,300.0,10,sim,1,PAGO,2
1209,1317.0,,f,,,-5,8,quatrocentos,gratis,Sim ,cancelado,PAGO,1
1210,1348.0,55,,,Mercado,10,3,,20,sim,nao,pendente,0
1211,1114.0,22,Masculino,PE,mercado,10,3,100,0,nao,nao,,3
1212,1697.0, 35 ,,XX,Eletronicos,2,2,100,R$ 30,nao,sim,,3
1213,2063.0,30,,,Roupas,999,1,100,R$ 30,sim,sim,PAGO,
1214,1039.0,30,f,,roupas ,2,5,quatrocentos,10,SIM,0,pendente,0
1215,1215.0,55,  M,ce,Mercado,5,4,100,gratis,,cancelado,,1
1216,1335.0,55,Masculino,RJ,Roup@,-5,2,50,R$ 30,,0,pendente,1
1217,1091.0,30,f,PE,Roupas,2,1,300,10,sim,0,PAGO,0
1218,1352.0,18,Masculino, sp ,eletronicos,15,3,quatrocentos,,,0,pago,4
1219,1570.0,35,Masculino,ce,roupas ,,6,100,20,NAO,1,,1
1220,1815.0,22,,,casa,999,2,0,R$ 30,sim,0,,
1221,1780.0,22,,RJ,casa,999,8,quatrocentos,25.5,NAO,1,,0
1222,1362.0,18,Feminino,SP,Roup@,10,8,R$400,,Sim ,nao,,4
1223,1556.0,35,f, sp ,,25,3,300,0,sim,sim,pendente,2
1224,1355.0,22,F,XX,Eletronicos,15,1,300,,Sim ,nao,pago,3
1225,1190.0,30,m,ce,casa,999,100,quatrocentos,25.5,,1,PAGO,0
1226,1421.0,25,F,CE,Roupas,-5,5,R$400,20,não,sim,cancelado,
1227,1699.0,25,Masculino,RJ,eletronicos,-5,2,200,25.5,,0,pago,2
1228,1006.0,22,Feminino,RJ,Eletronicos,-5,0,quatrocentos,20,nao,nao,,3
1229,1132.0,42,Masculino,PE,Casa,2,4,R$400,20,sim,1,,4
1230,1556.0,22,F, sp ,eletronicos,-5,8,100,gratis,Sim ,nao,pendente,
1231,1825.0,30,Masculino,ce,Roupas,15,5,100,,não,0,PAGO,3
1232,1760.0,30,,CE,Roupas,10,3,100,25.5,NAO,1,,
1233,2054.0,35,f, sp ,mercado,25,0,0,10,,sim,PAGO,10
1234,1534.0,trinta,F,,Eletronicos,5,2,quatrocentos,20,,1,,0
1235,1425.0,55,m,CE,eletronicos,999,1,300.0,,NAO,nao,,2
1236,1671.0,30,m,,Eletronicos,,5,quatrocentos,25.5,,cancelado,,4
1237,1362.0,18,,,Roup@,25,4,300,10,nao,1,cancelado,2
1238,1081.0,,f,RJ,ELETRONICOS,10,8,50,0,nao,cancelado,pendente,4
1239,1355.0,22,M,,Eletronicos,-5,100,300,10,,0,pendente,4
1240,1588.0,trinta,M,,casa,2,6,150,25.5,,sim,cancelado,3
1241,1294.0,trinta,  M,RJ,Roupas,10,1,,25.5,NAO,nao,pago,2
1242,2069.0,30,  M,ce,mercado,,0,300.0,10,NAO,cancelado,pendente,
1243,1016.0,18,F,RJ,Casa,5,2,300.0,10,NAO,1,pago,0
1244,1359.0,30,,ce,mercado,,4,150,R$ 30,SIM,nao,,0
1245,1865.0, 35 ,,,eletronicos,2,3,100,20,,0,cancelado,3
1246,1699.0,30,Masculino,PE,Roup@,15,6,300.0,25.5,nao,1,cancelado,10
1247,1447.0,trinta,m, sp ,Roup@,0,2,R$400,20,,0,cancelado,
1248,1855.0,25,m,SP,Casa,-5,5,50,0,Sim ,0,PAGO,0
1249,1364.0,22,m,RJ,Eletronicos,10,100,300,,não,nao,,0
1250,1674.0,35,Feminino,ce,Eletronicos,,3,300.0,0,não,1,,2
1251,2007.0,25,f,,eletronicos,15,2,quatrocentos,,,1,,3
1252,1466.0,trinta,,,,25,2,100,25.5,sim,1,PAGO,3
1253,1413.0,55,Masculino,RJ,eletronicos,999,100,200,20,Sim ,1,PAGO,4
1254,1585.0,,M,,roupas ,10,6,0,0,nao,cancelado,cancelado,0
1255,1993.0,42,,,Eletronicos,999,2,300,R$ 30,,nao,PAGO,1
1256,1571.0,18,M,RJ,,2,3,200,20,,1,,10
1257,,30,Feminino,SP,eletronicos,999,1,300.0,20,SIM,0,,2
1258,1036.0,22,M,SP,Roup@,999,2,R$400,R$ 30,SIM,0,PAGO,2
1259,1988.0,35,m,,ELETRONICOS,0,2,,25.5,Sim ,cancelado,,
1260,1277.0, 35 ,Masculino,XX,Roupas,25,2,150,,NAO,1,,10
1261,1915.0,30,  M, sp ,Eletronicos,,8,R$400,10,NAO,0,,10
1262,1483.0,22,,XX,roupas ,0,3,300,R$ 30,Sim ,sim,pago,1
1263,1730.0, 35 ,,,Roupas,2,4,200,10,nao,1,PAGO,4
1264,1191.0,35,Feminino,CE,casa,0,2,50,25.5,não,1,cancelado,1
1265,2040.0,trinta,,,ELETRONICOS,2,5,0,,NAO,nao,cancelado,10
1266,1523.0,42,,RJ,mercado,0,100,R$ 400,10,,cancelado,,
1267,1917.0,25,,RJ,Eletronicos,10,100,300,,sim,0,,10
1268,1400.0,25,f,SP,mercado,0,8,50,0,nao,sim,cancelado,1
1269,1885.0,trinta,,PE,roupas ,0,0,300,10,nao,1,pago,4
1270,1704.0,30,  M,PE,Eletronicos,2,5,quatrocentos,,SIM,1,cancelado,1
1271,1021.0,,Masculino,PE,,,5,300.0,R$ 30,,sim,PAGO,
1272,1473.0,trinta,Masculino,,roupas ,999,3,0,20,NAO,1,cancelado,3
1273,1209.0,trinta,M,,Mercado,5,6,200,20,não,cancelado,pendente,10
1274,1305.0,22,F,RJ,roupas ,5,1,0,0,nao,1,pago,10
1275,1703.0,,m,CE,eletronicos,25,3,0,R$ 30,NAO,1,pago,10
1276,1686.0,22,,CE,eletronicos,5,2,R$400,,NAO,cancelado,cancelado,0
1277,1284.0,35,Feminino,CE,mercado,2,8,200,25.5,SIM,1,pendente,4
1278,1715.0,42,Masculino,PE,Mercado,5,100,,0,sim,nao,PAGO,10
1279,1762.0,22,M, sp ,roupas ,25,4,50,20,nao,0,cancelado,3
1280,1947.0,35,,PE,,-5,8,100,20,,sim,PAGO,
1281,1380.0,55,m,RJ,casa,25,0,0,0,sim,1,pendente,3
1282,1459.0,trinta,m,,mercado,2,2,300,R$ 30,não,1,cancelado,1
1283,2030.0,trinta,F,,Roupas,-5,8,300,gratis,,0,cancelado,3
1284,1028.0,30,f, sp ,eletronicos,0,3,100,10,Sim ,sim,PAGO,4
1285,1906.0,55,F,,Roupas,-5,0,100,,Sim ,0,cancelado,0
1286,2056.0,30,,CE,,5,6,300.0,,,0,pendente,4
1287,1878.0, 35 ,  M,,Roupas,25,3,0,gratis,Sim ,1,cancelado,2
1288,1078.0,35,, sp ,,999,0,200,gratis,não,0,,1
1289,1946.0,35,m,CE,Mercado,-5,3,100,gratis,,cancelado,pendente,10
1290,1458.0,,Feminino,PE,mercado,0,100,200,,nao,cancelado,pago,0
1291,1569.0,trinta,Feminino,ce,,0,3,,R$ 30,NAO,cancelado,PAGO,1
1292,1737.0,30,M,XX,Roup@,2,1,150,gratis,,sim,,2
1293,, 35 ,Feminino,,mercado,2,2,300,10,sim,1,,3
1294,1396.0,35,m,,Roup@,-5,4,R$400,25.5,sim,1,pendente,2
1295,1038.0,22,m, sp ,roupas ,10,2,50,0,NAO,1,,3
1296,1886.0,trinta,m,,Roup@,0,4,quatrocentos,gratis,nao,sim,pago,1
1297,1796.0,30,,PE,Eletronicos,25,4,300,gratis,,cancelado,pago,0
1298,,55,Masculino,,roupas ,10,4,50,0,sim,1,pendente,10
1299,2098.0,30,f,RJ,Roup@,0,1,150,,nao,0,pago,10
1300,1883.0,25,,PE,casa,10,100,R$400,,,cancelado,pago,1
1301,1973.0,30,,PE,Roupas,999,8,150,0,,cancelado,,10
1302,2045.0,35,M, sp ,roupas ,-5,2,300.0,,,0,,4
1303,1848.0,42,F,,Roupas,,3,,,sim,cancelado,cancelado,0
1304,1747.0,18,, sp ,Casa,25,0,200,25.5,Sim ,0,,4
1305,1988.0,30,Masculino,CE,mercado,2,8,50,20,Sim ,cancelado,,
1306,1020.0,,  M,ce,Roup@,999,4,R$ 400,25.5,SIM,cancelado,,
1307,1302.0,trinta,M,,Roupas,5,4,,20,SIM,cancelado,cancelado,2
1308,1868.0,35,Masculino,ce,Roup@,0,100,quatrocentos,R$ 30,sim,0,pago,
1309,1083.0,55,m, sp ,Roupas,2,5,quatrocentos,10,Sim ,0,cancelado,0
1310,1569.0,35,F,RJ,casa,0,5,50,,nao,0,,1
1311,1933.0,18,F,,,15,8,100,25.5,SIM,1,PAGO,1
1312,2008.0,,,PE,ELETRONICOS,25,1,quatrocentos,10,SIM,1,PAGO,1
1313,1792.0,55,f,PE,casa,-5,3,300.0,0,Sim ,0,cancelado,3
1314,1791.0,30,f,ce,eletronicos,0,2,200,25.5,nao,1,PAGO,2
1315,1491.0,55,  M,,Roup@,2,6,quatrocentos,R$ 30,SIM,sim,pendente,4
1316,1207.0,,F,,casa,,6,,0,NAO,1,PAGO,10
1317,2083.0,30,m,XX,Eletronicos,0,1,100,R$ 30,,1,cancelado,2
1318,1429.0,30,m,ce,Roup@,0,6,50,R$ 30,nao,1,pago,
1319,1984.0,35,Feminino,,Mercado,,2,,gratis,NAO,0,,3
1320,1519.0,trinta,m,,mercado,25,4,300,0,Sim ,1,PAGO,3
1321,1590.0, 35 ,Masculino,SP,mercado,0,6,quatrocentos,,Sim ,cancelado,cancelado,2
1322,2050.0,trinta,f,PE,eletronicos,0,3,0,R$ 30,SIM,1,,3
1323,1198.0,35,m,,,-5,3,R$ 400,gratis,sim,sim,pendente,10
1324,1386.0,18,,CE,Eletronicos,,3,200,20,não,sim,pago,0
1325,1348.0, 35 ,m,ce,eletronicos,25,4,200,gratis,,0,,1
1326,1959.0,35,Feminino,,roupas ,25,100,50,,NAO,nao,,4
1327,1692.0,42,  M,SP,Roup@,15,4,300.0,20,NAO,0,,3
1328,1377.0,30,  M,SP,Eletronicos,15,4,200,gratis,,1,,4
1329,1898.0,42,F,,Casa,999,4,R$ 400,gratis,,0,cancelado,1
1330,1915.0,30,m,,,5,8,200,10,nao,0,pendente,10
1331,1526.0,25,f,XX,Roupas,999,5,R$400,10,nao,0,PAGO,2
1332,1733.0,35,  M,,Mercado,5,2,200,,Sim ,nao,pendente,
1333,1205.0,22,F,ce,Roup@,2,8,100,0,,0,pago,10
1334,1454.0,22,m,CE,Mercado,,3,50,R$ 30,sim,0,,1
1335,1520.0,55,  M,PE,Eletronicos,999,1,200,,Sim ,0,PAGO,4
1336,2016.0,trinta,  M,SP,Roupas,0,100,quatrocentos,10,SIM,1,,0
1337,1955.0,trinta,m,RJ,eletronicos,15,5,quatrocentos,20,sim,0,pendente,2
1338,1725.0,,M,RJ,Roup@,5,1,200,10,SIM,sim,pago,3
1339,2013.0,trinta,m,,Roupas,999,1,300,0,NAO,cancelado,,0
1340,1500.0,42,Masculino,PE,Mercado,10,1,50,25.5,,0,,1
1341,1116.0,30,  M,SP,ELETRONICOS,15,100,200,20,Sim ,0,,4
1342,1385.0,35,f,RJ,Eletronicos,25,0,0,25.5,nao,0,,4
1343,1583.0,18,M,RJ,,15,6,100,20,,nao,,4
1344,1394.0,55,Feminino,XX,,999,6,300,R$ 30,Sim ,cancelado,pago,0
1345,2087.0,30,F,,Eletronicos,,6,100,R$ 30,não,1,,2
1346,1720.0, 35 ,m, sp ,Mercado,2,4,100,R$ 30,sim,1,,3
1347,1071.0,30,f,PE,Mercado,5,5,R$ 400,0,,nao,PAGO,0
1348,1273.0,35,Feminino, sp ,roupas ,15,3,0,10,NAO,nao,,1
1349,1337.0,25,Feminino,CE,eletronicos,2,3,300,25.5,não,sim,,4
1350,1606.0,trinta,  M,,Mercado,0,8,300,25.5,não,cancelado,PAGO,3
1351,1165.0,,Masculino,CE,casa,25,5,0,10,Sim ,sim,PAGO,4
1352,1010.0, 35 ,  M,ce,,-5,0,0,0,sim,0,pendente,1
1353,1728.0,42,F,SP,mercado,0,5,100,10,Sim ,1,,4
1354,1800.0,35,M, sp ,mercado,10,4,R$ 400,gratis,,sim,cancelado,1
1355,1101.0,25,,,Roup@,25,3,300,gratis,sim,0,,
1356,1778.0,42,M,ce,Casa,10,2,150,R$ 30,,1,,4
1357,1213.0,25,F,PE,Roup@,,3,200,gratis,não,0,cancelado,1
1358,1400.0,trinta,Feminino,SP,roupas ,5,8,quatrocentos,25.5,SIM,cancelado,,4
1359,1587.0,42,M,RJ,Roupas,0,0,100,R$ 30,NAO,sim,PAGO,3
1360,1888.0,30,m, sp ,Casa,,5,,25.5,,cancelado,,3
1361,2069.0,22,  M,,Roupas,-5,1,,0,não,0,,4
1362,1591.0,30,,,mercado,25,3,300,20,Sim ,cancelado,,4
1363,1091.0,30,f,ce,mercado,5,4,300,10,,cancelado,,1
1364,1672.0, 35 ,m,ce,mercado,5,4,300,,,1,pendente,1
1365,1713.0,55,M,RJ,Mercado,15,1,R$400,,NAO,sim,,1
1366,1935.0,22,,XX,roupas ,5,100,quatrocentos,,,0,pendente,2
1367,1241.0,30,Feminino, sp ,casa,999,4,,20,não,sim,PAGO,4
1368,1001.0,35,Feminino,CE,Roup@,-5,2,R$ 400,25.5,sim,nao,PAGO,10
1369,1224.0,25,,PE,Roupas,-5,100,300,10,,nao,cancelado,4
1370,1800.0, 35 ,M, sp ,ELETRONICOS,10,4,50,25.5,Sim ,0,PAGO,4
1371,1588.0,35,Feminino, sp ,,-5,4,150,0,,0,pendente,4
1372,1115.0,22,Masculino,RJ,Roup@,999,6,300,R$ 30,não,sim,PAGO,1
1373,1917.0,,Feminino, sp ,Eletronicos,25,0,R$400,10,sim,sim,cancelado,
1374,1193.0,25,, sp ,eletronicos,2,5,,25.5,sim,nao,cancelado,
1375,1870.0, 35 ,Masculino,,Casa,2,0,200,gratis,sim,0,pago,2
1376,1089.0,55,F,,Roupas,15,1,300,,,cancelado,PAGO,
1377,1121.0,22,F,SP,roupas ,5,4,quatrocentos,gratis,NAO,sim,,1
1378,1142.0, 35 ,Masculino,PE,,-5,1,,25.5,Sim ,sim,cancelado,2
1379,1993.0,30,m,,mercado,10,3,quatrocentos,20,sim,nao,PAGO,
1380,1105.0, 35 ,m,PE,Eletronicos,15,8,quatrocentos,R$ 30,não,0,PAGO,1
1381,1886.0,22,,,eletronicos,,1,300.0,0,sim,1,,10
1382,1427.0,trinta,  M,RJ,Roupas,5,5,R$ 400,0,Sim ,cancelado,pendente,4
1383,1316.0,30,M,RJ,casa,999,1,R$400,,,0,pendente,4
1384,1634.0,35,Masculino,,mercado,2,6,200,25.5,nao,1,PAGO,
1385,1008.0,22,,,Roupas,10,100,R$400,0,,0,,0
1386,1773.0,trinta,f,CE,ELETRONICOS,15,3,R$400,10,nao,0,,1
1387,2096.0,18,M,SP,ELETRONICOS,0,6,,0,,0,pago,0
1388,1222.0,55,,RJ,roupas ,2,4,300.0,gratis,NAO,sim,pago,4
1389,1552.0,trinta,Masculino,SP,ELETRONICOS,999,6,50,25.5,sim,cancelado,pago,1
1390,1715.0,18,F,RJ,casa,5,2,R$ 400,10,não,1,pendente,
1391,1110.0,,M,,roupas ,25,4,200,,Sim ,cancelado,PAGO,4
1392,1250.0,,m, sp ,Casa,0,8,0,0,,1,,3
1393,1382.0,30,,XX,,999,6,R$ 400,,sim,nao,,
1394,1006.0,25,M, sp ,casa,10,100,50,gratis,,cancelado,cancelado,0
1395,1458.0,trinta,f,CE,roupas ,,8,300.0,R$ 30,,sim,PAGO,3
1396,1207.0,42,,RJ,casa,25,1,200,20,NAO,1,PAGO,
1397,1899.0,55,,CE,ELETRONICOS,999,6,150,0,SIM,0,pago,3
1398,1021.0,trinta,,,Casa,15,3,quatrocentos,,nao,1,PAGO,1
1399,1409.0,18,,,casa,,0,300,gratis,não,sim,,1
1400,1894.0,42,f,ce,Casa,999,1,200,R$ 30,,0,pago,
1401,1514.0,55,,PE,eletronicos,25,2,300,R$ 30,,0,PAGO,1
1402,1808.0,42,,,casa,10,3,R$400,gratis,nao,cancelado,cancelado,1
1403,1873.0,30,  M,,Roup@,2,3,0,gratis,,1,,1
1404,1013.0,18,F,RJ,mercado,25,8,,,sim,1,,1
1405,,,,ce,ELETRONICOS,25,0,0,gratis,sim,1,pendente,10
1406,1977.0, 35 ,,RJ,Roupas,15,100,300,20,SIM,sim,cancelado,1
1407,2013.0,30,Masculino,SP,Casa,999,8,50,25.5,Sim ,0,,0
1408,2035.0,55,m,CE,ELETRONICOS,10,0,R$ 400,gratis,,nao,PAGO,0
1409,1086.0,55,  M,SP,Eletronicos,,6,300.0,25.5,,cancelado,cancelado,0
1410,1908.0,22,F,,Roup@,10,2,300,R$ 30,,cancelado,PAGO,10
1411,1121.0,18,m,,ELETRONICOS,15,1,150,20,,0,cancelado,4
1412,1749.0,30,,RJ,,0,3,R$400,,,0,cancelado,
1413,1684.0,30,f,XX,mercado,,100,300.0,R$ 30,SIM,nao,,
1414,1308.0,55,f,XX,Roup@,5,8,300.0,20,,1,cancelado,2
1415,1694.0,30,m,SP,mercado,5,2,200,R$ 30,,1,pendente,4
1416,1287.0,25,Masculino,,ELETRONICOS,5,1,0,10,,0,PAGO,1
1417,1306.0,,m,RJ,Roup@,25,2,50,10,Sim ,nao,pago,2
1418,1913.0,22,,SP,,0,3,R$ 400,gratis,sim,nao,cancelado,0
1419,1661.0,55,m,RJ,Roupas,10,6,,25.5,SIM,0,pago,0
1420,1548.0,30,F,SP,Roupas,10,100,200,R$ 30,nao,0,,3
1421,1311.0,18,Masculino,,mercado,5,0,50,20,,1,pago,1
1422,1872.0,trinta,Feminino,ce,mercado,0,100,200,0,nao,0,pendente,1
1423,2082.0, 35 ,M,RJ,,2,0,R$ 400,10,,cancelado,pendente,3
1424,1923.0,,Feminino,ce,eletronicos,,8,150,10,,1,,4
1425,1754.0,30,m,,Roupas,15,6,100,R$ 30,sim,0,,3
1426,1034.0,30,f,XX,,5,0,200,,SIM,sim,pendente,10
1427,1444.0,25,Feminino, sp ,Roupas,0,6,300.0,0,sim,0,PAGO,1
1428,1092.0,42,,CE,,25,2,50,25.5,,cancelado,,10
1429,1352.0,18,,CE,Casa,10,100,0,25.5,,0,pendente,10
1430,1902.0,42,Feminino,CE,roupas ,10,100,,25.5,,nao,,10
1431,1861.0,22,  M,,casa,25,3,200,gratis,nao,cancelado,cancelado,0
1432,1158.0, 35 ,Masculino,,Casa,15,100,300.0,gratis,,cancelado,pendente,3
1433,1956.0,22,,XX,mercado,25,2,R$ 400,,,sim,,2
1434,1023.0,55,f, sp ,Mercado,5,3,,R$ 30,nao,1,PAGO,0
1435,1403.0,18,Feminino,PE,casa,2,6,R$ 400,0,sim,0,,4
1436,1804.0,55,Masculino,CE,Mercado,25,4,quatrocentos,R$ 30,,0,pendente,0
1437,1515.0,35,M,,Eletronicos,2,0,R$400,20,sim,1,PAGO,4
1438,1731.0,30,Masculino,CE,mercado,10,1,,0,NAO,nao,cancelado,0
1439,1531.0,30,Masculino,PE,ELETRONICOS,999,6,,20,SIM,nao,pago,1
1440,1955.0,trinta,,RJ,roupas ,999,2,0,0,,0,pago,
1441,1151.0,55,M,XX,Mercado,,6,300.0,gratis,NAO,1,,10
1442,1946.0,42,Masculino,ce,casa,2,1,quatrocentos,25.5,,0,,
1443,1607.0,35,  M,ce,mercado,15,2,R$ 400,10,sim,1,pago,4
1444,1419.0,30,Feminino,PE,Casa,0,100,300,,não,nao,pago,4
1445,1865.0,55,Feminino,CE,eletronicos,-5,6,quatrocentos,0,,0,,3
1446,1577.0,35,  M,ce,,25,0,150,0,nao,1,pago,0
1447,1334.0,35,Feminino,PE,Roup@,-5,8,0,,Sim ,1,pendente,3
1448,1931.0,18,Masculino,,Roupas,999,100,100,10,SIM,0,,4
